time_slot,uav_id,x,y,z
34,2,175.18574945627608,183.09272886035976,50.0
35,0,-91.10685719818892,349.99724529634716,50.0
35,1,-107.32994264319174,156.9932588855619,50.0
35,2,177.10144178568282,182.98730955986318,50.0
36,0,-95.96334399552168,351.11477623831036,50.0
36,1,-111.84598964407675,155.22913079661078,50.0
36,2,178.7033102959291,182.76551446286973,50.0
37,0,-99.83600725502791,353.45220623861553,50.0
37,1,-115.12895983412497,151.47469907206244,50.0
37,2,182.08402399717727,182.58178971676168,50.0
38,0,-99.6505968895656,358.44551716696026,50.0
38,1,-119.99570053770773,150.36886136931128,50.0
38,2,184.37905459104934,180.4868049469405,50.0
39,0,-101.54482892424883,363.0615402306199,50.0
39,1,-123.7408203478121,147.3151010791654,50.0
39,2,187.54122452436843,184.06828282741841,50.0
40,0,-102.64696279437365,367.8572779739976,50.0
40,1,-128.37037843420737,148.64330904883093,50.0
40,2,192.43279747663894,184.07588216584188,50.0
41,0,-106.07630887896838,371.3588989819169,50.0
41,1,-133.29470056250327,148.05462550324148,50.0
41,2,196.91882090269485,184.26787143867475,50.0
42,0,-107.50545981795611,376.0994247044206,50.0
42,1,-137.90835517599814,146.6237295786733,50.0
42,2,198.86674480139175,183.8336594394968,50.0
43,0,-111.77723124892535,378.6487637604356,50.0
43,1,-141.3969265814089,143.58234249752707,50.0
43,2,203.66122369467178,183.16120091002446,50.0
44,0,-113.22844508559527,383.23350392233135,50.0
44,1,-145.1355981226229,140.39341293972677,50.0
44,2,207.82851295172134,182.63375303071004,50.0
45,0,-117.17743328482928,386.25429807554485,50.0
45,1,-144.2887129183077,135.6282452265615,50.0
45,2,212.47857026754775,180.91858884613973,50.0
46,0,-121.08511427314104,389.32391105543377,50.0
46,1,-146.5949839945101,131.28441225689596,50.0
46,2,213.6406404226915,180.7904450140522,50.0
47,0,-123.04395666987719,393.76805005918743,50.0
47,1,-148.60731285765402,127.04797970455832,50.0
47,2,215.07858566938796,180.52216030579072,50.0
48,0,-126.545695218156,397.15868411909344,50.0
48,1,-152.96032017424338,124.87956988018698,50.0
48,2,217.60310964285293,179.85361827831727,50.0
49,0,-130.21847000987353,400.49343381773235,50.0
49,1,-157.51095598891013,123.19360148113913,50.0
49,2,221.56942133604446,178.09289480667573,50.0
